,sample_name,smartseq_cluster_id,smartseq_cluster,sex_label,smartseq_cluster_color,medical_cond_label,cell_counts,n_genes,percent_mito,pass_count_filter,pass_mito_filter
LS-15916_S92_E1-50,LS-15916_S92_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,960025.6,8570,0.0,True,True
LS-15918_S73_E1-50,LS-15918_S73_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,958227.2,8320,0.0,True,True
LS-15922_S75_E1-50,LS-15922_S75_E1-50,40,Scgn,M,#24EFCD,behavior - none,961478.75,9737,0.0,True,True
SM-D9D7N_S69_E1-50,SM-D9D7N_S69_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - none,962248.5,8939,0.0,True,True
SM-D9D7N_S96_E1-50,SM-D9D7N_S96_E1-50,43,Nr5a1_8 Tcf7l2,M,#903BFF,behavior - none,968340.0,8981,0.0,True,True
SM-D9E6R_S94_E1-50,SM-D9E6R_S94_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - none,952338.4,9414,0.0,True,True
SM-D9EQB_S77_E1-50,SM-D9EQB_S77_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,966182.8,8191,0.0,True,True
SM-D9EQC_S64_E1-50,SM-D9EQC_S64_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,959646.5,8276,0.0,True,True
SM-D9EQE_S72_E1-50,SM-D9EQE_S72_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,950361.7,8228,0.0,True,True
SM-D9EQH_S22_E1-50,SM-D9EQH_S22_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,945572.1,7771,0.0,True,True
SM-D9EQJ_S38_E1-50,SM-D9EQJ_S38_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,953024.9,8095,0.0,True,True
SM-DD45D_S092_E1-50,SM-DD45D_S092_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - aggression,944628.75,7580,0.0,True,True
SM-DD45I_S069_E1-50,SM-DD45I_S069_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - no intruder,952329.94,7429,0.0,True,True
SM-DD45I_S076_E1-50,SM-DD45I_S076_E1-50,42,Nr5a1_4|7 Glipr1,M,#763BFF,behavior - no intruder,964471.1,8635,0.0,True,True
SM-DD45I_S084_E1-50,SM-DD45I_S084_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - mating,958169.4,7834,0.0,True,True
SM-DD45J_S057_E1-50,SM-DD45J_S057_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - aggression,950852.94,7427,0.0,True,True
SM-DD45J_S094_E1-50,SM-DD45J_S094_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - mating,944614.3,5608,0.0,True,True
SM-DD45J_S145_E1-50,SM-DD45J_S145_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - aggression,955349.6,7347,0.0,True,True
SM-DD45J_S146_E1-50,SM-DD45J_S146_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - aggression,967761.25,8003,0.0,True,True
SM-DD45J_S161_E1-50,SM-DD45J_S161_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - mating,954863.5,7046,0.0,True,True
SM-DD45K_S038_E1-50,SM-DD45K_S038_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - aggression,966357.0,9201,0.0,True,True
SM-DD45K_S068_E1-50,SM-DD45K_S068_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - mating,967235.7,7992,0.0,True,True
SM-DD45Z_S133_E1-50,SM-DD45Z_S133_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - mating,951458.9,9296,0.0,True,True
SM-DD461_S048_E1-50,SM-DD461_S048_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - mating,956848.0,8443,0.0,True,True
SM-GE64D_S005_E1-50,SM-GE64D_S005_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,952179.44,8731,0.0,True,True
SM-GE64D_S038_E1-50,SM-GE64D_S038_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,949417.0,8123,0.0,True,True
SM-GE64D_S054_E1-50,SM-GE64D_S054_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,956632.75,8114,0.0,True,True
SM-GE65U_S12_E1-50,SM-GE65U_S12_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,959663.8,7747,0.0,True,True
SM-GE65U_S96_E1-50,SM-GE65U_S96_E1-50,41,Nr5a1_1 Npffr2,F,#BF3BFF,behavior - none,961841.0,7590,0.0,True,True
SM-GE65V_S66_E1-50,SM-GE65V_S66_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - none,952980.5,8453,0.0,True,True
SM-GE65V_S90_E1-50,SM-GE65V_S90_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,957293.4,7572,0.0,True,True
SM-GE65W_S01_E1-50,SM-GE65W_S01_E1-50,41,Nr5a1_1 Npffr2,F,#BF3BFF,behavior - none,961907.9,8243,0.0,True,True
SM-GE65W_S39_E1-50,SM-GE65W_S39_E1-50,35,Dlk1_6 F2rl2,M,#7EA7ED,behavior - none,965604.0,7180,0.0,True,True
SM-GE65W_S67_E1-50,SM-GE65W_S67_E1-50,35,Dlk1_6 F2rl2,F,#7EA7ED,behavior - none,975133.8,9075,0.0,True,True
SM-GE65X_S11_E1-50,SM-GE65X_S11_E1-50,41,Nr5a1_1 Npffr2,M,#BF3BFF,behavior - none,966705.8,8734,0.0,True,True
SM-GE65X_S17_E1-50,SM-GE65X_S17_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,963991.2,8738,0.0,True,True
SM-GE65X_S84_E1-50,SM-GE65X_S84_E1-50,40,Scgn,F,#24EFCD,behavior - none,957967.2,8296,0.0,True,True
LS-15034_S27_E1-50,LS-15034_S27_E1-50,34,Dlk1_1 Il1rapl2,F,#74DCFF,behavior - none,944717.6,10575,0.0,True,True
LS-15053_E1-50_S45,LS-15053_E1-50_S45,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,930406.4,8661,0.0,True,True
LS-15054_E1-50_S04,LS-15054_E1-50_S04,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,941362.1,9455,0.0,True,True
LS-15054_E1-50_S16,LS-15054_E1-50_S16,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,936057.56,8276,0.0,True,True
LS-15054_E1-50_S17,LS-15054_E1-50_S17,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,934093.75,9407,0.0,True,True
LS-15054_E1-50_S33,LS-15054_E1-50_S33,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,934754.7,9238,0.0,True,True
LS-15054_E1-50_S34,LS-15054_E1-50_S34,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,921196.75,7980,0.0,True,True
LS-15055_E1-50_S25,LS-15055_E1-50_S25,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,936226.5,8483,0.0,True,True
LS-15055_E1-50_S55,LS-15055_E1-50_S55,25,Esr1_1 Insm2,M,#34EA6C,behavior - none,944387.9,9460,0.0,True,True
LS-15055_E1-50_S71,LS-15055_E1-50_S71,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,939536.5,9000,0.0,True,True
LS-15055_E1-50_S76,LS-15055_E1-50_S76,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,940049.2,8777,0.0,True,True
LS-15055_E1-50_S80,LS-15055_E1-50_S80,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,950560.06,9268,0.0,True,True
LS-15056_E1-50_S55,LS-15056_E1-50_S55,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,943470.8,9416,0.0,True,True
LS-15057_E1-50_S13,LS-15057_E1-50_S13,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,941732.56,9136,0.0,True,True
LS-15057_E1-50_S31,LS-15057_E1-50_S31,38,Dlk1_4 Maob,M,#33BFFF,behavior - none,942165.4,9572,0.0,True,True
LS-15057_E1-50_S42,LS-15057_E1-50_S42,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,940777.9,8406,0.0,True,True
LS-15057_E1-50_S46,LS-15057_E1-50_S46,25,Esr1_1 Insm2,M,#34EA6C,behavior - none,946388.1,8550,0.0,True,True
LS-15079_S54_E1-50,LS-15079_S54_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,952152.3,8520,0.0,True,True
LS-15301_S19_E1-50,LS-15301_S19_E1-50,25,Esr1_1 Insm2,F,#34EA6C,behavior - none,968541.7,10470,0.0,True,True
LS-15301_S35_E1-50,LS-15301_S35_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,957518.75,10592,0.0,True,True
LS-15301_S71_E1-50,LS-15301_S71_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,960299.25,10063,0.0,True,True
LS-15335_S10_E1-50,LS-15335_S10_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - aggression,956157.0,9699,0.0,True,True
LS-15335_S42_E1-50,LS-15335_S42_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - aggression,958586.0,10727,0.0,True,True
LS-15335_S74_E1-50,LS-15335_S74_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - mating,956398.94,9732,0.0,True,True
LS-15336_S08_E1-50,LS-15336_S08_E1-50,98,Nr5a1 Smoc2 low,M,#3EEFAF,behavior - aggression,942251.56,3823,0.0,True,True
LS-15336_S09_E1-50,LS-15336_S09_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - aggression,956027.6,10011,0.0,True,True
LS-15336_S12_E1-50,LS-15336_S12_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - aggression,963765.8,9508,0.0,True,True
LS-15336_S23_E1-50,LS-15336_S23_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - aggression,957825.3,10461,0.0,True,True
LS-15391_S53_E1-50,LS-15391_S53_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,955361.7,8501,0.0,True,True
LS-15391_S59_E1-50,LS-15391_S59_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,952480.44,7129,0.0,True,True
LS-15391_S82_E1-50,LS-15391_S82_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,958813.44,8697,0.0,True,True
LS-15392_S03_E1-50,LS-15392_S03_E1-50,34,Dlk1_1 Il1rapl2,F,#74DCFF,behavior - none,953945.06,10663,0.0,True,True
LS-15392_S79_E1-50,LS-15392_S79_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,963833.0,9487,0.0,True,True
LS-15393_S19_E1-50,LS-15393_S19_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,952871.5,8628,0.0,True,True
LS-15393_S24_E1-50,LS-15393_S24_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,945662.06,8626,0.0,True,True
LS-15393_S40_E1-50,LS-15393_S40_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - none,951674.94,8471,0.0,True,True
LS-15393_S51_E1-50,LS-15393_S51_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,946800.4,9497,0.0,True,True
LS-15550_S11_E1-50,LS-15550_S11_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - no intruder,967311.2,8869,0.0,True,True
LS-15550_S40_E1-50,LS-15550_S40_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - aggression,965035.44,9468,0.0,True,True
LS-15550_S43_E1-50,LS-15550_S43_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - aggression,972685.7,9496,0.0,True,True
LS-15550_S53_E1-50,LS-15550_S53_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - aggression,955916.25,9609,0.0,True,True
LS-15551_S16_E1-50,LS-15551_S16_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - close investigation,963244.6,9852,0.0,True,True
LS-15551_S68_E1-50,LS-15551_S68_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - aggression,964158.5,9006,0.0,True,True
LS-15551_S77_E1-50,LS-15551_S77_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - mating,963158.25,8124,0.0,True,True
LS-15560_S09_E1-50,LS-15560_S09_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - no intruder,955962.75,8414,0.0,True,True
LS-15560_S20_E1-50,LS-15560_S20_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - no intruder,958953.25,8869,0.0,True,True
LS-15560_S56_E1-50,LS-15560_S56_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - aggression,958836.5,9039,0.0,True,True
SQ-80002_S01_E1-50,SQ-80002_S01_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - mating,968972.8,8731,0.0,True,True
SQ-80002_S25_E1-50,SQ-80002_S25_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - close investigation,949635.7,8779,0.0,True,True
SQ-80002_S32_E1-50,SQ-80002_S32_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - close investigation,965799.06,9819,0.0,True,True
SQ-80002_S39_E1-50,SQ-80002_S39_E1-50,25,Esr1_1 Insm2,M,#34EA6C,behavior - close investigation,950249.6,10054,0.0,True,True
SQ-80002_S40_E1-50,SQ-80002_S40_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - close investigation,946386.8,8626,0.0,True,True
SQ-80002_S48_E1-50,SQ-80002_S48_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - close investigation,955824.56,8593,0.0,True,True
SQ-80002_S74_E1-50,SQ-80002_S74_E1-50,25,Esr1_1 Insm2,M,#34EA6C,behavior - close investigation,951638.75,9583,0.0,True,True
SQ-80002_S95_E1-50,SQ-80002_S95_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - close investigation,966176.94,10218,0.0,True,True
SQ-80003_S02_E1-50,SQ-80003_S02_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - close investigation,964958.0,8460,0.0,True,True
SQ-80003_S14_E1-50,SQ-80003_S14_E1-50,25,Esr1_1 Insm2,M,#34EA6C,behavior - close investigation,969667.6,9891,0.0,True,True
SQ-80003_S21_E1-50,SQ-80003_S21_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - close investigation,951825.6,9244,0.0,True,True
SQ-80003_S27_E1-50,SQ-80003_S27_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - aggression,961322.7,9410,0.0,True,True
SQ-80003_S31_E1-50,SQ-80003_S31_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - aggression,958108.9,10313,0.0,True,True
SQ-80003_S42_E1-50,SQ-80003_S42_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - aggression,959849.2,9833,0.0,True,True
SQ-80003_S66_E1-50,SQ-80003_S66_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - mating,950587.44,9432,0.0,True,True
SQ-80008_S02_E1-50,SQ-80008_S02_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - close investigation,964674.6,9817,0.0,True,True
SQ-80008_S23_E1-50,SQ-80008_S23_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - close investigation,958035.44,9039,0.0,True,True
SQ-80008_S43_E1-50,SQ-80008_S43_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - close investigation,958289.06,9097,0.0,True,True
SQ-80008_S46_E1-50,SQ-80008_S46_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - close investigation,955026.25,9341,0.0,True,True
SQ-80008_S51_E1-50,SQ-80008_S51_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - close investigation,952946.0,8283,0.0,True,True
SQ-80008_S74_E1-50,SQ-80008_S74_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - mating,960079.56,9330,0.0,True,True
SQ-80008_S83_E1-50,SQ-80008_S83_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - mating,961798.2,10191,0.0,True,True
SQ-80010_S16_E1-50,SQ-80010_S16_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - mating,948451.94,8763,0.0,True,True
SQ-80011_S03_E1-50,SQ-80011_S03_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - no intruder,952601.9,9272,0.0,True,True
SQ-80011_S21_E1-50,SQ-80011_S21_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - no intruder,960201.5,9673,0.0,True,True
SQ-80011_S41_E1-50,SQ-80011_S41_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - aggression,961247.4,9364,0.0,True,True
SQ-80011_S43_E1-50,SQ-80011_S43_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - aggression,962392.56,9360,0.0,True,True
SQ-80011_S65_E1-50,SQ-80011_S65_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - close investigation,958974.5,8669,0.0,True,True
SQ-80011_S75_E1-50,SQ-80011_S75_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - close investigation,954832.3,8837,0.0,True,True
SQ-80011_S87_E1-50,SQ-80011_S87_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - close investigation,953310.6,8322,0.0,True,True
SQ-80011_S94_E1-50,SQ-80011_S94_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - close investigation,950872.0,8590,0.0,True,True
SQ-80012_S04_E1-50,SQ-80012_S04_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - mating,957319.2,9748,0.0,True,True
LS-15917_S09_E1-50,LS-15917_S09_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,958123.75,9823,0.0,True,True
LS-15918_S68_E1-50,LS-15918_S68_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,956280.3,8859,0.0,True,True
LS-15922_S56_E1-50,LS-15922_S56_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,953682.06,9431,0.0,True,True
SM-D9D7G_S30_E1-50,SM-D9D7G_S30_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,942995.1,8783,0.0,True,True
SM-D9D7G_S34_E1-50,SM-D9D7G_S34_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,959098.0,9084,0.0,True,True
SM-D9E4J_S89_E1-50,SM-D9E4J_S89_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,948582.7,7721,0.0,True,True
SM-D9E4J_S90_E1-50,SM-D9E4J_S90_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,949645.75,7464,0.0,True,True
SM-D9E4J_S91_E1-50,SM-D9E4J_S91_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,936265.6,6817,0.0,True,True
SM-D9E4J_S94_E1-50,SM-D9E4J_S94_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,955664.94,8321,0.0,True,True
SM-D9EQB_S88_E1-50,SM-D9EQB_S88_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,949282.44,7766,0.0,True,True
SM-DD45D_S180_E1-50,SM-DD45D_S180_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - mating,950105.5,8423,0.0,True,True
SM-DD45I_S066_E1-50,SM-DD45I_S066_E1-50,25,Esr1_1 Insm2,M,#34EA6C,behavior - no intruder,954536.94,8241,0.0,True,True
SM-DD45I_S087_E1-50,SM-DD45I_S087_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - mating,948139.94,8032,0.0,True,True
SM-DD45I_S192_E1-50,SM-DD45I_S192_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - mating,954394.75,8063,0.0,True,True
SM-DD45J_S012_E1-50,SM-DD45J_S012_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - no intruder,942430.9,6774,0.0,True,True
SM-DD45J_S023_E1-50,SM-DD45J_S023_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - no intruder,952956.4,7547,0.0,True,True
SM-DD45J_S063_E1-50,SM-DD45J_S063_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - aggression,970153.8,7771,0.0,True,True
SM-DD45J_S099_E1-50,SM-DD45J_S099_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - no intruder,944610.2,7091,0.0,True,True
SM-DD45J_S135_E1-50,SM-DD45J_S135_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - aggression,967996.94,8455,0.0,True,True
SM-DD45J_S140_E1-50,SM-DD45J_S140_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - aggression,949438.56,7389,0.0,True,True
SM-DD45J_S157_E1-50,SM-DD45J_S157_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - aggression,960020.9,7413,0.0,True,True
SM-DD45J_S187_E1-50,SM-DD45J_S187_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - mating,950661.75,6641,0.0,True,True
SM-DD45K_S064_E1-50,SM-DD45K_S064_E1-50,40,Scgn,M,#24EFCD,behavior - aggression,952386.06,8028,0.0,True,True
SM-DD45K_S092_E1-50,SM-DD45K_S092_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - mating,955593.9,7871,0.0,True,True
SM-DD45Z_S105_E1-50,SM-DD45Z_S105_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - close investigation,948123.94,7722,0.0,True,True
SM-DD461_S001_E1-50,SM-DD461_S001_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - mating,957718.9,8084,0.0,True,True
SM-DD461_S003_E1-50,SM-DD461_S003_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - mating,952230.25,7764,0.0,True,True
SM-DD461_S010_E1-50,SM-DD461_S010_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - mating,962164.7,8277,0.0,True,True
SM-DD461_S014_E1-50,SM-DD461_S014_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - mating,971110.3,9476,0.0,True,True
SM-DD461_S016_E1-50,SM-DD461_S016_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - mating,964143.3,8848,0.0,True,True
SM-DD461_S023_E1-50,SM-DD461_S023_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - mating,961033.8,9666,0.0,True,True
SM-GE64C_S017_E1-50,SM-GE64C_S017_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,954932.3,9011,0.0,True,True
SM-GE64D_S010_E1-50,SM-GE64D_S010_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,960711.44,8033,0.0,True,True
SM-GE64D_S053_E1-50,SM-GE64D_S053_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,957076.4,8786,0.0,True,True
SM-GE65U_S54_E1-50,SM-GE65U_S54_E1-50,34,Dlk1_1 Il1rapl2,M,#74DCFF,behavior - none,955438.56,8640,0.0,True,True
SM-GE65U_S66_E1-50,SM-GE65U_S66_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,956412.6,8059,0.0,True,True
SM-GE65U_S85_E1-50,SM-GE65U_S85_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,958697.25,8271,0.0,True,True
SM-GE65V_S10_E1-50,SM-GE65V_S10_E1-50,38,Dlk1_4 Maob,F,#33BFFF,behavior - none,953359.6,8902,0.0,True,True
SM-GE65V_S12_E1-50,SM-GE65V_S12_E1-50,24,Tsix_Esr1_2 Twist2,F,#96FF2E,behavior - none,954243.7,8772,0.0,True,True
SM-GE65V_S86_E1-50,SM-GE65V_S86_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,968446.7,8941,0.0,True,True
SM-GE65W_S16_E1-50,SM-GE65W_S16_E1-50,24,Tsix_Esr1_2 Twist2,F,#96FF2E,behavior - none,958356.2,9123,0.0,True,True
SM-GE65W_S25_E1-50,SM-GE65W_S25_E1-50,25,Esr1_1 Insm2,M,#34EA6C,behavior - none,964469.8,7999,0.0,True,True
SM-GE65W_S86_E1-50,SM-GE65W_S86_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,954546.3,8632,0.0,True,True
SM-GE65W_S93_E1-50,SM-GE65W_S93_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,953990.44,8086,0.0,True,True
SM-GE65W_S95_E1-50,SM-GE65W_S95_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,965817.56,8090,0.0,True,True
SM-GE65X_S31_E1-50,SM-GE65X_S31_E1-50,39,Dlk1_5 Egflam,M,#5E91E8,behavior - none,952800.56,8784,0.0,True,True
SM-GE65X_S51_E1-50,SM-GE65X_S51_E1-50,39,Dlk1_5 Egflam,F,#5E91E8,behavior - none,952700.0,8863,0.0,True,True
SM-GE4R1_S380_E1-50,SM-GE4R1_S380_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - none,967705.56,8408,0.0,True,True
SM-GE5Q6_S220_E1-50,SM-GE5Q6_S220_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - none,965057.6,9408,0.0,True,True
SM-GE5Q6_S277_E1-50,SM-GE5Q6_S277_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,960894.56,10028,0.0,True,True
LS-15034_S62_E1-50,LS-15034_S62_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - none,946893.9,10208,0.0,True,True
LS-15034_S67_E1-50,LS-15034_S67_E1-50,37,Dlk1_3 Maob,M,#9EF1E7,behavior - none,944517.25,9258,0.0,True,True
LS-15079_S52_E1-50,LS-15079_S52_E1-50,38,Dlk1_4 Maob,F,#33BFFF,behavior - none,951521.6,9128,0.0,True,True
LS-15079_S79_E1-50,LS-15079_S79_E1-50,37,Dlk1_3 Maob,M,#9EF1E7,behavior - none,951917.56,9576,0.0,True,True
LS-15301_S22_E1-50,LS-15301_S22_E1-50,38,Dlk1_4 Maob,F,#33BFFF,behavior - none,960204.44,10017,0.0,True,True
LS-15301_S30_E1-50,LS-15301_S30_E1-50,37,Dlk1_3 Maob,F,#9EF1E7,behavior - none,967846.0,10537,0.0,True,True
LS-15336_S07_E1-50,LS-15336_S07_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - aggression,957807.44,9753,0.0,True,True
LS-15336_S10_E1-50,LS-15336_S10_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - aggression,950218.9,10948,0.0,True,True
LS-15336_S11_E1-50,LS-15336_S11_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - aggression,959766.25,9867,0.0,True,True
LS-15550_S28_E1-50,LS-15550_S28_E1-50,37,Dlk1_3 Maob,M,#9EF1E7,behavior - no intruder,952949.25,9407,0.0,True,True
LS-15550_S41_E1-50,LS-15550_S41_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - aggression,966504.06,9272,0.0,True,True
LS-15550_S66_E1-50,LS-15550_S66_E1-50,38,Dlk1_4 Maob,M,#33BFFF,behavior - close investigation,958975.6,9142,0.0,True,True
