,sample_name,smartseq_cluster_id,smartseq_cluster,sex_label,smartseq_cluster_color,medical_cond_label,cell_counts,n_genes,percent_mito,pass_count_filter,pass_mito_filter
SQ-80008_S72_E1-50,SQ-80008_S72_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - mating,956550.1,9629,0.0,True,True
SQ-80011_S36_E1-50,SQ-80011_S36_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - aggression,960480.25,10294,0.0,True,True
SQ-80011_S83_E1-50,SQ-80011_S83_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - close investigation,953520.44,9813,0.0,True,True
SQ-80012_S01_E1-50,SQ-80012_S01_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - mating,968728.94,10177,0.0,True,True
LS-15916_S91_E1-50,LS-15916_S91_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,967517.75,10050,0.0,True,True
LS-15916_S94_E1-50,LS-15916_S94_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,961785.75,10894,0.0,True,True
LS-15917_S82_E1-50,LS-15917_S82_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,960790.0,10600,0.0,True,True
LS-15919_S10_E1-50,LS-15919_S10_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,953962.9,10740,0.0,True,True
LS-15919_S54_E1-50,LS-15919_S54_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,970135.1,9570,0.0,True,True
LS-15919_S71_E1-50,LS-15919_S71_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,967049.9,10528,0.0,True,True
LS-15919_S87_E1-50,LS-15919_S87_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,969402.94,10236,0.0,True,True
LS-15919_S91_E1-50,LS-15919_S91_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,963236.3,11161,0.0,True,True
LS-15922_S63_E1-50,LS-15922_S63_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,962103.94,9935,0.0,True,True
LS-15922_S73_E1-50,LS-15922_S73_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,965700.56,10658,0.0,True,True
LS-15922_S77_E1-50,LS-15922_S77_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,959395.5,9797,0.0,True,True
LS-15922_S80_E1-50,LS-15922_S80_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,965709.06,10596,0.0,True,True
SM-D9D7N_S66_E1-50,SM-D9D7N_S66_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,954923.5,8911,0.0,True,True
SM-D9E4K_S86_E1-50,SM-D9E4K_S86_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,943218.75,8259,0.0,True,True
SM-D9E4K_S93_E1-50,SM-D9E4K_S93_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,952695.4,8751,0.0,True,True
SM-D9E4K_S96_E1-50,SM-D9E4K_S96_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,950902.94,8482,0.0,True,True
SM-D9E6R_S57_E1-50,SM-D9E6R_S57_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,966904.5,11347,0.0,True,True
SM-D9E6R_S69_E1-50,SM-D9E6R_S69_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,949730.94,10619,0.0,True,True
SM-D9E6R_S71_E1-50,SM-D9E6R_S71_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,958449.5,10597,0.0,True,True
SM-D9EQB_S08_E1-50,SM-D9EQB_S08_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,956231.8,8540,0.0,True,True
SM-D9EQC_S26_E1-50,SM-D9EQC_S26_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,938489.56,9284,0.0,True,True
SM-D9EQD_S77_E1-50,SM-D9EQD_S77_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,951448.9,9337,0.0,True,True
SM-D9EQE_S83_E1-50,SM-D9EQE_S83_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,939872.6,10226,0.0,True,True
SM-D9EQF_S67_E1-50,SM-D9EQF_S67_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,965752.6,10311,0.0,True,True
SM-D9EQH_S19_E1-50,SM-D9EQH_S19_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,947669.25,9215,0.0,True,True
SM-D9EQJ_S32_E1-50,SM-D9EQJ_S32_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,953839.94,9546,0.0,True,True
SM-D9EQK_S34_E1-50,SM-D9EQK_S34_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,947263.3,8930,0.0,True,True
SM-DD45I_S068_E1-50,SM-DD45I_S068_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - no intruder,960901.94,10036,0.0,True,True
SM-DD45J_S003_E1-50,SM-DD45J_S003_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - no intruder,961926.56,8837,0.0,True,True
SM-DD45J_S006_E1-50,SM-DD45J_S006_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - no intruder,932233.8,6731,0.0,True,True
SM-DD45J_S018_E1-50,SM-DD45J_S018_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - no intruder,937900.56,7867,0.0,True,True
SM-DD45J_S052_E1-50,SM-DD45J_S052_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - aggression,962868.9,8538,0.0,True,True
SM-DD45J_S055_E1-50,SM-DD45J_S055_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - aggression,950394.2,8143,0.0,True,True
SM-DD45K_S047_E1-50,SM-DD45K_S047_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - aggression,951572.9,8479,0.0,True,True
SM-DD45Z_S097_E1-50,SM-DD45Z_S097_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - close investigation,944395.4,9374,0.0,True,True
SM-DD45Z_S102_E1-50,SM-DD45Z_S102_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - close investigation,943823.6,8111,0.0,True,True
SM-DD45Z_S131_E1-50,SM-DD45Z_S131_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - mating,952256.75,10025,0.0,True,True
SM-DD45Z_S136_E1-50,SM-DD45Z_S136_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - mating,958558.7,9324,0.0,True,True
SM-DD461_S024_E1-50,SM-DD461_S024_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - mating,968277.56,9627,0.0,True,True
SM-DD461_S027_E1-50,SM-DD461_S027_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - mating,953431.1,9100,0.0,True,True
SM-DD461_S031_E1-50,SM-DD461_S031_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - mating,954332.6,9687,0.0,True,True
SM-GE64C_S036_E1-50,SM-GE64C_S036_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,956538.44,9981,0.0,True,True
SM-GE64D_S015_E1-50,SM-GE64D_S015_E1-50,30,Esr1_6 Ctxn3,F,#4B9E5E,behavior - none,955494.7,9480,0.0,True,True
SM-GE64D_S030_E1-50,SM-GE64D_S030_E1-50,30,Esr1_6 Ctxn3,F,#4B9E5E,behavior - none,955079.25,9220,0.0,True,True
SM-GE64D_S034_E1-50,SM-GE64D_S034_E1-50,30,Esr1_6 Ctxn3,F,#4B9E5E,behavior - none,956942.94,9286,0.0,True,True
SM-GE64D_S042_E1-50,SM-GE64D_S042_E1-50,30,Esr1_6 Ctxn3,F,#4B9E5E,behavior - none,956890.4,9080,0.0,True,True
SM-GE64D_S044_E1-50,SM-GE64D_S044_E1-50,30,Esr1_6 Ctxn3,F,#4B9E5E,behavior - none,961252.44,8630,0.0,True,True
SM-GE64D_S049_E1-50,SM-GE64D_S049_E1-50,44,Nr5a1_2 Ctxn3,M,#B57FF1,behavior - none,955002.0,10604,0.0,True,True
SM-GE64D_S050_E1-50,SM-GE64D_S050_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,954118.06,9879,0.0,True,True
SM-GE64D_S051_E1-50,SM-GE64D_S051_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,957872.56,9364,0.0,True,True
SM-GE64D_S062_E1-50,SM-GE64D_S062_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,954369.9,9192,0.0,True,True
SM-GE64D_S082_E1-50,SM-GE64D_S082_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,954481.8,9121,0.0,True,True
SM-GE65U_S03_E1-50,SM-GE65U_S03_E1-50,30,Esr1_6 Ctxn3,F,#4B9E5E,behavior - none,958122.25,8347,0.0,True,True
SM-GE65U_S04_E1-50,SM-GE65U_S04_E1-50,30,Esr1_6 Ctxn3,F,#4B9E5E,behavior - none,957176.6,9267,0.0,True,True
SM-GE65U_S31_E1-50,SM-GE65U_S31_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,954986.8,8532,0.0,True,True
SM-GE65U_S42_E1-50,SM-GE65U_S42_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,956493.4,9842,0.0,True,True
SM-GE65U_S46_E1-50,SM-GE65U_S46_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,956661.6,9482,0.0,True,True
SM-GE65U_S56_E1-50,SM-GE65U_S56_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,957743.5,8697,0.0,True,True
SM-GE65V_S01_E1-50,SM-GE65V_S01_E1-50,30,Esr1_6 Ctxn3,F,#4B9E5E,behavior - none,958291.8,8315,0.0,True,True
SM-GE65V_S05_E1-50,SM-GE65V_S05_E1-50,30,Esr1_6 Ctxn3,F,#4B9E5E,behavior - none,955497.3,8642,0.0,True,True
SM-GE65V_S58_E1-50,SM-GE65V_S58_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,953587.7,9273,0.0,True,True
SM-GE65V_S81_E1-50,SM-GE65V_S81_E1-50,30,Esr1_6 Ctxn3,F,#4B9E5E,behavior - none,958463.44,9876,0.0,True,True
SM-GE65V_S84_E1-50,SM-GE65V_S84_E1-50,30,Esr1_6 Ctxn3,F,#4B9E5E,behavior - none,963881.8,8591,0.0,True,True
SM-GE65W_S05_E1-50,SM-GE65W_S05_E1-50,30,Esr1_6 Ctxn3,F,#4B9E5E,behavior - none,952316.0,9409,0.0,True,True
SM-GE65W_S17_E1-50,SM-GE65W_S17_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,956491.3,9076,0.0,True,True
SM-GE65X_S02_E1-50,SM-GE65X_S02_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,961755.9,8790,0.0,True,True
SM-GE65X_S20_E1-50,SM-GE65X_S20_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,952801.56,10262,0.0,True,True
SM-GE65X_S25_E1-50,SM-GE65X_S25_E1-50,30,Esr1_6 Ctxn3,M,#4B9E5E,behavior - none,958350.56,9876,0.0,True,True
SM-GE65X_S77_E1-50,SM-GE65X_S77_E1-50,30,Esr1_6 Ctxn3,F,#4B9E5E,behavior - none,953565.2,8131,0.0,True,True
SM-GE5Q6_S175_E1-50,SM-GE5Q6_S175_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,958084.3,8146,0.0,True,True
LS-15054_E1-50_S58,LS-15054_E1-50_S58,29,Esr1_5 Ngf,M,#189C67,behavior - none,936812.7,10443,0.0,True,True
LS-15054_E1-50_S66,LS-15054_E1-50_S66,29,Esr1_5 Ngf,M,#189C67,behavior - none,942660.3,10091,0.0,True,True
LS-15054_E1-50_S77,LS-15054_E1-50_S77,29,Esr1_5 Ngf,M,#189C67,behavior - none,940775.56,9959,0.0,True,True
LS-15055_E1-50_S17,LS-15055_E1-50_S17,29,Esr1_5 Ngf,M,#189C67,behavior - none,952001.3,8169,0.0,True,True
LS-15055_E1-50_S31,LS-15055_E1-50_S31,29,Esr1_5 Ngf,M,#189C67,behavior - none,943395.9,7880,0.0,True,True
LS-15055_E1-50_S32,LS-15055_E1-50_S32,29,Esr1_5 Ngf,M,#189C67,behavior - none,946348.56,7816,0.0,True,True
LS-15055_E1-50_S78,LS-15055_E1-50_S78,28,Esr1_4 Smoc2,M,#14C583,behavior - none,943239.4,9570,0.0,True,True
LS-15055_E1-50_S87,LS-15055_E1-50_S87,29,Esr1_5 Ngf,M,#189C67,behavior - none,950651.8,9578,0.0,True,True
LS-15056_E1-50_S53,LS-15056_E1-50_S53,29,Esr1_5 Ngf,M,#189C67,behavior - none,937569.3,9762,0.0,True,True
LS-15056_E1-50_S58,LS-15056_E1-50_S58,28,Esr1_4 Smoc2,M,#14C583,behavior - none,946761.7,8837,0.0,True,True
LS-15056_E1-50_S62,LS-15056_E1-50_S62,28,Esr1_4 Smoc2,M,#14C583,behavior - none,955173.9,8629,0.0,True,True
LS-15057_E1-50_S40,LS-15057_E1-50_S40,29,Esr1_5 Ngf,M,#189C67,behavior - none,944795.6,8372,0.0,True,True
LS-15079_S23_E1-50,LS-15079_S23_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,957040.06,10122,0.0,True,True
LS-15301_S08_E1-50,LS-15301_S08_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,957601.4,10417,0.0,True,True
LS-15301_S68_E1-50,LS-15301_S68_E1-50,29,Esr1_5 Ngf,F,#189C67,behavior - none,958845.06,9064,0.0,True,True
LS-15334_S56_E1-50,LS-15334_S56_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - mating,946911.2,6997,0.0,True,True
LS-15334_S80_E1-50,LS-15334_S80_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - mating,948268.8,8426,0.0,True,True
LS-15334_S81_E1-50,LS-15334_S81_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - no intruder,956229.2,9681,0.0,True,True
LS-15334_S83_E1-50,LS-15334_S83_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - no intruder,948558.56,9456,0.0,True,True
LS-15334_S90_E1-50,LS-15334_S90_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - no intruder,957722.75,10265,0.0,True,True
LS-15334_S96_E1-50,LS-15334_S96_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - no intruder,968426.4,9623,0.0,True,True
LS-15335_S06_E1-50,LS-15335_S06_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - aggression,958446.3,10272,0.0,True,True
LS-15335_S28_E1-50,LS-15335_S28_E1-50,31,Nup62cl,M,#FFDE17,behavior - aggression,956840.56,10598,0.0,True,True
LS-15335_S61_E1-50,LS-15335_S61_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - mating,950431.6,10061,0.0,True,True
LS-15335_S86_E1-50,LS-15335_S86_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - mating,962144.3,10608,0.0,True,True
LS-15335_S95_E1-50,LS-15335_S95_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - mating,965502.4,10518,0.0,True,True
LS-15336_S92_E1-50,LS-15336_S92_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - mating,963544.4,9162,0.0,True,True
LS-15391_S14_E1-50,LS-15391_S14_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,954947.44,8931,0.0,True,True
LS-15391_S71_E1-50,LS-15391_S71_E1-50,98,Nr5a1 Smoc2 low,M,#3EEFAF,behavior - none,959654.56,4742,0.0,True,True
LS-15391_S75_E1-50,LS-15391_S75_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,964376.7,9926,0.0,True,True
LS-15391_S76_E1-50,LS-15391_S76_E1-50,98,Nr5a1 Smoc2 low,M,#3EEFAF,behavior - none,968850.44,4455,0.0,True,True
LS-15391_S77_E1-50,LS-15391_S77_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,961381.9,9527,0.0,True,True
LS-15391_S80_E1-50,LS-15391_S80_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,969847.4,10482,0.0,True,True
LS-15391_S89_E1-50,LS-15391_S89_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,960327.56,10084,0.0,True,True
LS-15391_S92_E1-50,LS-15391_S92_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,961962.3,10623,0.0,True,True
LS-15392_S68_E1-50,LS-15392_S68_E1-50,29,Esr1_5 Ngf,F,#189C67,behavior - none,947962.6,9196,0.0,True,True
LS-15550_S08_E1-50,LS-15550_S08_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - no intruder,948425.4,7784,0.0,True,True
LS-15550_S13_E1-50,LS-15550_S13_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - no intruder,952372.75,8171,0.0,True,True
LS-15550_S48_E1-50,LS-15550_S48_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - aggression,964275.6,10120,0.0,True,True
LS-15551_S17_E1-50,LS-15551_S17_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - close investigation,962393.2,9923,0.0,True,True
LS-15551_S62_E1-50,LS-15551_S62_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - aggression,958044.44,9823,0.0,True,True
LS-15551_S88_E1-50,LS-15551_S88_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - mating,951562.44,9253,0.0,True,True
LS-15560_S31_E1-50,LS-15560_S31_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - no intruder,952912.06,9682,0.0,True,True
LS-15560_S51_E1-50,LS-15560_S51_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - aggression,957024.4,9729,0.0,True,True
LS-15560_S55_E1-50,LS-15560_S55_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - aggression,955640.75,10084,0.0,True,True
LS-15560_S69_E1-50,LS-15560_S69_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - close investigation,940564.7,9500,0.0,True,True
LS-15560_S71_E1-50,LS-15560_S71_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - close investigation,954250.4,9758,0.0,True,True
LS-15560_S75_E1-50,LS-15560_S75_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - none,951870.4,9272,0.0,True,True
LS-15560_S87_E1-50,LS-15560_S87_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,957915.94,8821,0.0,True,True
SQ-80002_S05_E1-50,SQ-80002_S05_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - mating,965465.5,10300,0.0,True,True
SQ-80002_S08_E1-50,SQ-80002_S08_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - mating,965267.4,10113,0.0,True,True
SQ-80002_S09_E1-50,SQ-80002_S09_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - mating,963070.5,10142,0.0,True,True
SQ-80002_S16_E1-50,SQ-80002_S16_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - mating,968632.8,9573,0.0,True,True
SQ-80003_S52_E1-50,SQ-80003_S52_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - no intruder,952868.6,9596,0.0,True,True
SQ-80008_S28_E1-50,SQ-80008_S28_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - close investigation,951082.6,9964,0.0,True,True
SQ-80008_S32_E1-50,SQ-80008_S32_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - close investigation,961683.06,9031,0.0,True,True
SQ-80010_S08_E1-50,SQ-80010_S08_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - mating,950251.1,9541,0.0,True,True
SQ-80011_S07_E1-50,SQ-80011_S07_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - no intruder,951723.75,8794,0.0,True,True
SQ-80011_S13_E1-50,SQ-80011_S13_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - no intruder,970248.5,9543,0.0,True,True
SQ-80011_S17_E1-50,SQ-80011_S17_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - no intruder,959937.44,9583,0.0,True,True
SQ-80011_S18_E1-50,SQ-80011_S18_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - no intruder,957117.25,8972,0.0,True,True
SQ-80011_S24_E1-50,SQ-80011_S24_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - no intruder,954503.9,8534,0.0,True,True
SQ-80011_S38_E1-50,SQ-80011_S38_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - aggression,959398.7,9505,0.0,True,True
SQ-80011_S95_E1-50,SQ-80011_S95_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - close investigation,958252.2,9361,0.0,True,True
SQ-80012_S03_E1-50,SQ-80012_S03_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - mating,956791.0,9714,0.0,True,True
SQ-80012_S15_E1-50,SQ-80012_S15_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - mating,955950.3,9093,0.0,True,True
LS-15910_S36_E1-50,LS-15910_S36_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,949300.6,9987,0.0,True,True
LS-15910_S42_E1-50,LS-15910_S42_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,957899.3,10103,0.0,True,True
LS-15910_S67_E1-50,LS-15910_S67_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - none,966333.4,10555,0.0,True,True
LS-15910_S93_E1-50,LS-15910_S93_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,963506.6,10351,0.0,True,True
LS-15916_S43_E1-50,LS-15916_S43_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - none,958338.2,9700,0.0,True,True
LS-15916_S45_E1-50,LS-15916_S45_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - none,952678.94,10603,0.0,True,True
LS-15916_S48_E1-50,LS-15916_S48_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,937828.6,9668,0.0,True,True
LS-15916_S62_E1-50,LS-15916_S62_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - none,943014.4,9703,0.0,True,True
LS-15916_S72_E1-50,LS-15916_S72_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,962011.06,9792,0.0,True,True
LS-15916_S73_E1-50,LS-15916_S73_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,953774.0,9345,0.0,True,True
LS-15916_S89_E1-50,LS-15916_S89_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - none,960504.25,10068,0.0,True,True
LS-15917_S28_E1-50,LS-15917_S28_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,960530.56,10818,0.0,True,True
LS-15917_S47_E1-50,LS-15917_S47_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,948976.7,10828,0.0,True,True
LS-15917_S49_E1-50,LS-15917_S49_E1-50,98,Nr5a1 Smoc2 low,M,#3EEFAF,behavior - none,946185.75,4162,0.0,True,True
LS-15917_S50_E1-50,LS-15917_S50_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - none,953961.9,9620,0.0,True,True
LS-15917_S54_E1-50,LS-15917_S54_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,958625.8,11161,0.0,True,True
LS-15917_S55_E1-50,LS-15917_S55_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,959128.56,10704,0.0,True,True
LS-15917_S56_E1-50,LS-15917_S56_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - none,959671.25,10676,0.0,True,True
LS-15917_S57_E1-50,LS-15917_S57_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,946147.5,9960,0.0,True,True
LS-15917_S61_E1-50,LS-15917_S61_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - none,950435.9,9998,0.0,True,True
LS-15918_S10_E1-50,LS-15918_S10_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,963403.7,9508,0.0,True,True
LS-15918_S35_E1-50,LS-15918_S35_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,946085.56,8661,0.0,True,True
LS-15918_S42_E1-50,LS-15918_S42_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,951074.5,10089,0.0,True,True
LS-15918_S48_E1-50,LS-15918_S48_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,934335.9,7394,0.0,True,True
LS-15918_S50_E1-50,LS-15918_S50_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,960133.1,9447,0.0,True,True
LS-15918_S53_E1-50,LS-15918_S53_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,954571.6,9820,0.0,True,True
LS-15919_S04_E1-50,LS-15919_S04_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,956214.3,10202,0.0,True,True
LS-15919_S12_E1-50,LS-15919_S12_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,960463.25,9968,0.0,True,True
LS-15919_S13_E1-50,LS-15919_S13_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,959584.0,10262,0.0,True,True
LS-15919_S23_E1-50,LS-15919_S23_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,955253.9,10218,0.0,True,True
LS-15919_S29_E1-50,LS-15919_S29_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - none,954907.0,9553,0.0,True,True
LS-15919_S31_E1-50,LS-15919_S31_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,962433.44,10685,0.0,True,True
LS-15919_S41_E1-50,LS-15919_S41_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,955618.4,8543,0.0,True,True
LS-15919_S53_E1-50,LS-15919_S53_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,964382.94,9294,0.0,True,True
LS-15919_S82_E1-50,LS-15919_S82_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,967530.8,9979,0.0,True,True
LS-15922_S04_E1-50,LS-15922_S04_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,953716.6,9401,0.0,True,True
LS-15922_S09_E1-50,LS-15922_S09_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,964680.1,9789,0.0,True,True
LS-15922_S14_E1-50,LS-15922_S14_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,955877.25,9758,0.0,True,True
LS-15922_S19_E1-50,LS-15922_S19_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,945307.75,9984,0.0,True,True
LS-15922_S20_E1-50,LS-15922_S20_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,950835.4,9949,0.0,True,True
LS-15922_S47_E1-50,LS-15922_S47_E1-50,29,Esr1_5 Ngf,M,#189C67,behavior - none,946778.56,9207,0.0,True,True
SM-D9D7G_S35_E1-50,SM-D9D7G_S35_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - none,948927.2,9236,0.0,True,True
SM-D9D7M_S73_E1-50,SM-D9D7M_S73_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - none,962675.1,9237,0.0,True,True
SM-D9D7P_S51_E1-50,SM-D9D7P_S51_E1-50,28,Esr1_4 Smoc2,M,#14C583,behavior - none,951522.5,7498,0.0,True,True
